Gene family,Product name,Class,Subclass
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,GENTAMICIN
aac(6')-Id,aminoglycoside N-acetyltransferase AAC(6')-Id,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Ie/aph(2'')-Ia,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ie/aph(2'')-Ia,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ie/aph(2'')-Ia,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ie/aph(2'')-If2,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ie/aph(2''),bifunctional AAC(6')-Ie family aminoglycoside N-acetyltransferase/APH(2'') family aminoglycoside O-phosphotransferase,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-If,aminoglycoside N-acetyltransferase AAC(6')-If,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-If,aminoglycoside N-acetyltransferase AAC(6')-If,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Ip,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Iq,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,TOBRAMYCIN
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,TOBRAMYCIN
aac(6')-kana,aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA10,AAC(6')-I family aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aacA32,aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA34,aminoglycoside 6'-N-acetyltransferase AacA34,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN
aacA34,aminoglycoside 6'-N-acetyltransferase AacA34,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN
aacA37,aminoglycoside 6'-N-acetyltransferase AacA37,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA38,aminoglycoside 6'-N-acetyltransferase AacA38,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA40,aminoglycoside 6'-N-acetyltransferase AacA40,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN
aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA48,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aacA49,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aacA57-2,aminoglycoside N-acetyltransferase AAC(6')-Ian,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aacA8,aminoglycoside 6'-N-acetyltransferase AacA8,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aad9,ANT(9) family aminoglycoside nucleotidyltransferase,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE,STREPTOMYCIN
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE,STREPTOMYCIN
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE,STREPTOMYCIN
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE,STREPTOMYCIN
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE,STREPTOMYCIN
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE,STREPTOMYCIN
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE,STREPTOMYCIN
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE,STREPTOMYCIN
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE,STREPTOMYCIN
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE,STREPTOMYCIN
aadA12,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12,AMINOGLYCOSIDE,STREPTOMYCIN
aadA12,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12,AMINOGLYCOSIDE,STREPTOMYCIN
aadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,AMINOGLYCOSIDE,STREPTOMYCIN
aadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,AMINOGLYCOSIDE,STREPTOMYCIN
aadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,AMINOGLYCOSIDE,STREPTOMYCIN
aadA15,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15,AMINOGLYCOSIDE,STREPTOMYCIN
aadA15,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15,AMINOGLYCOSIDE,STREPTOMYCIN
aadA15,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15,AMINOGLYCOSIDE,STREPTOMYCIN
aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMINOGLYCOSIDE,STREPTOMYCIN
aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE,STREPTOMYCIN
